Date,Account,Description,Category,Tags,Amount
10/16/2024,Savings 9667,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0pwrzwn3 On 10/16/24,Transfers,,-85
10/16/2024,Savings 9667,Online Transfer From Person Two S Way2save Savings Xxxxxxxxx9793 Ref #ib0pwwjhvh On 10/16/24,Savings,,5
10/16/2024,Savings 9667,Overdraft Protection Xfer To Checking,Transfers,,-35.35
10/16/2024,Savings 9793,Online Transfer To Person One Checking Xxxxxxxxx2300 Ref #ib0pwwjm4c On 10/16/24,Transfers,,-22
10/16/2024,Savings 9793,Online Transfer To Person Two S Way2save Savings Xxxxxxxxx9667 Ref #ib0pwwjhvh On 10/16/24,Savings,,-5
10/16/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Contribution,Retirement Contributions,,716.67
10/16/2024,Credit Card 4300,Interest Charged To Standard Purch,Service Charges/Fees,,-0.99
10/15/2024,Credit Card 2004,Virginia Department Of Alcoholic Beverage Control,Groceries,,-33.85
10/15/2024,Credit Card 2004,Wegmans,Groceries,,-95.02
10/15/2024,Credit Card 2004,The Fieldhouse,Restaurants,,-46.8
10/15/2024,Credit Card 2637,Safeway,Groceries,,-77.73
10/15/2024,Checking 2637,Netflix,Entertainment,,-6.99
10/15/2024,Credit Card 4008,Cosmopolitan Magazine,Printing,,-5
10/15/2024,Credit Card 4008,Better Homes And Gardens,Home Improvement,,-4.42
10/15/2024,Credit Card 2637,Sp Edge Traction Spr,Clothing/Shoes,,-34.99
10/15/2024,Credit Card 2637,Ryze Superfoods,Groceries,,-40.91
10/15/2024,Credit Card 2637,Target,General Merchandise,,-49.61
10/15/2024,Checking 4690,Dominion Energy,Utilities,,-268.2
10/15/2024,Checking 4690,American Express,Credit Card Payments,,-2053.24
10/15/2024,Checking 4690,Chase,Credit Card Payments,,-1185.77
10/15/2024,Checking 4690,American Express,Credit Card Payments,,-540.15
10/15/2024,Checking 4690,Chase,Credit Card Payments,,-26.65
10/15/2024,Checking 4690,American Express,Credit Card Payments,,-23.41
10/15/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx1015 67osv03hve Person One,Refunds & Reimbursements,,5914.93
10/15/2024,Checking 4690,"Aatd, Llc Ach Pmt Xxxxxx Xxxxxxx7208 Person One",Paychecks/Salary,,1800
10/15/2024,Brokerage IND,Ecl - Ecolab Inc,Dividends Received,,10.26
10/15/2024,Brokerage IRA,Ecl - Ecolab Inc,Dividends Received (tax-advantaged),,17.1
10/15/2024,Brokerage IRA,Gva - Granite Constr Inc,Dividends Received (tax-advantaged),,6.89
10/15/2024,Brokerage IRA,Sre - Sempra,Dividends Received (tax-advantaged),,43.4
10/14/2024,Credit Card 2637,Doordash,Restaurants,,-24.55
10/14/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-10.48
10/14/2024,Credit Card 5529,Tropical Smoothie Cafe,Restaurants,,-6.88
10/13/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,1185.77
10/13/2024,Credit Card 2637,Tiktok,Entertainment,,-37.39
10/13/2024,Credit Card 2637,E-zpass,Travel,,-35
10/13/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,26.65
10/13/2024,Credit Card 5529,Tropical Smoothie Cafe,Restaurants,,-6.88
10/13/2024,Credit Card 4008,Mobile Payment - Thank You,Refunds & Reimbursements,,23.41
10/13/2024,Credit Card 4008,Xbox,Entertainment,,-9.99
10/13/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,2053.24
10/13/2024,Credit Card 2004,Openai *chatgpt Subssan Francisco Ca,Restaurants,,-20
10/13/2024,Credit Card 2004,Wegmans,Groceries,,-44.55
10/13/2024,Credit Card 1009,Mobile Payment - Thank You,Credit Card Payments,,540.15
10/12/2024,Credit Card 2637,Shell,Gasoline/Fuel,,-88.95
10/12/2024,Credit Card 2004,Fairfield Inn,Travel,,-421.1
10/12/2024,Credit Card 2004,Life Time Pb+tennis Chanhassen Mn,Personal Care,,-50
10/12/2024,Credit Card 2004,E-zpass,Travel,,-140
10/11/2024,Credit Card 2637,Bates Trucking Co Inc.,Automotive,,-52.75
10/11/2024,Credit Card 2637,Vktry Gear,Clothing/Shoes,,-156.2
10/11/2024,Credit Card 2637,Wawa,Groceries,,-4.83
10/11/2024,Credit Card 2637,Liferx Md,Online Services,,-25
10/11/2024,Credit Card 5529,Wawa,Groceries,,-20.49
10/11/2024,Credit Card 2004,Wawa,Groceries,,-6
10/11/2024,Credit Card 2004,The Franklin Bistro Secaucus Nj,Restaurants,,-337.79
10/11/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
10/11/2024,Brokerage 8093,Target 2030 Fund - Contribution,Retirement Contributions,,786.46
10/11/2024,Checking 4690,Srectrade,Paychecks/Salary,,63.2
10/11/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-125.47
10/11/2024,Brokerage IND,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IND,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IND,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IND,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IND,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IND,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Advisory Fee,,-997.04
10/11/2024,Brokerage IRA,Itw - Illinois Tool Wks Inc,Dividends Received (tax-advantaged),,34.5
10/11/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Schf - Schwab Strategic Tr-intl Eqty Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/11/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Securities Trades,,0
10/10/2024,Credit Card 2004,Dairy Queen,Restaurants,,-16.26
10/10/2024,Credit Card 2004,Nyx=nayax Ev Vehiclehunt Valley Md,Other Expenses,,-47.6
10/10/2024,Credit Card 2004,Borough Of Rutherforrutherford Nj,Online Services,,-2.35
10/10/2024,Credit Card 2637,Venmo *alyssa Hill,Transfers,,-15.45
10/10/2024,Credit Card 2637,Doordash,Restaurants,,-9.99
10/10/2024,Credit Card 2004,Courtyard,Travel,,-188.93
10/10/2024,Credit Card 2637,Amazon Marketplace,General Merchandise,,-32.47
10/10/2024,Checking 4690,"General Dynamics Information Technology, Inc",Deposits,,3445.37
10/9/2024,Credit Card 2004,Ssp*pickleballclubofvienna Va,Restaurants,,-20
10/9/2024,Credit Card 2637,Royal Farms,Groceries,,-42.39
10/9/2024,Credit Card 2637,Royal Farms,Groceries,,-26.8
10/9/2024,Checking 2637,American Education Services,Loans,,-240.81
10/9/2024,Credit Card 2004,Walmart,General Merchandise,,-45.35
10/9/2024,Credit Card 2004,Microsoft*microsoft Msbill.info,Online Services,,-20
10/9/2024,Credit Card 2004,Uber Eats,Restaurants,,-45.94
10/9/2024,Credit Card 2004,Wawa,Groceries,,-15.18
10/9/2024,Credit Card 2004,E-zpass,Travel,,-140
10/9/2024,Credit Card 2637,Walgreens,Healthcare/Medical,,-5.35
10/9/2024,Credit Card 2637,Zola.com*registry,Online Services,,-150
10/9/2024,Checking 4690,Chase,Credit Card Payments,,-3734.58
10/9/2024,Checking 4690,Chase,Credit Card Payments,,-35.25
10/9/2024,Credit Card 5529,Tropical Smoothie Cafe,Restaurants,,-7.91
10/9/2024,Credit Card 5529,Wawa,Groceries,,-18.74
10/9/2024,Brokerage IRA,Adm - Archer Daniels Midland Co,Securities Trades,,-2865.39
10/9/2024,Brokerage IRA,Amzn - Amazon Com Inc,Securities Trades,,-1100.51
10/9/2024,Brokerage IRA,Ba - Boeing Co,Securities Trades,,-2555.68
10/9/2024,Brokerage IRA,Avgo - Broadcom Inc,Securities Trades,,-1843.42
10/9/2024,Brokerage IRA,Dltr - Dollar Tree Inc,Securities Trades,,-3190.62
10/8/2024,Credit Card 2004,Courtyard,Travel,,-12.81
10/8/2024,Credit Card 2004,Amazon,General Merchandise,,-100
10/8/2024,Credit Card 2637,Target,General Merchandise,,-69.86
10/8/2024,Credit Card 2637,Men's Wearhouse,Clothing/Shoes,,-265.98
10/8/2024,Credit Card 2637,Safeway,Groceries,,-119.75
10/8/2024,Credit Card 7031,Blue Mountain,Travel,,-42.39
10/8/2024,Brokerage 8093,Target 2030 Fund - Fees,Service Charges/Fees,,-2.5
10/8/2024,Brokerage 8093,Target 2030 Fund - Realizedgainloss,Transfers,,1.6
10/8/2024,Brokerage 8093,Target 2030 Fund - Fees,Service Charges/Fees,,-6.25
10/8/2024,Checking 4690,American Express,Credit Card Payments,,-1462.55
10/8/2024,Checking 4690,American Express,Credit Card Payments,,-611.51
10/8/2024,Brokerage IND,Crm - Salesforce Inc,Dividends Received,,3.2
10/8/2024,Brokerage IRA,Iau - Ishares Gold Tr-ishares New,General Rebalance,,4009.4
10/8/2024,Brokerage IRA,Wmt - Walmart Inc,General Rebalance,,2302.18
10/8/2024,Brokerage IRA,Cmg - Chipotle Mexican Grill Inc,General Rebalance,,1738.22
10/8/2024,Brokerage IRA,Crm - Salesforce Inc,Dividends Received (tax-advantaged),,7.2
10/8/2024,Credit Card 4008,Spotify,Entertainment,,-11.99
10/8/2024,Credit Card 4008,Tme*people Www.mags.com Ny,Entertainment,,-11.42
10/8/2024,Credit Card 4008,Mobile Payment - Thank You,Credit Card Payments,,611.51
10/8/2024,Credit Card 2004,Springhill Suites,Travel,,-147.42
10/8/2024,Credit Card 2004,State Farm,Insurance,,-486.51
10/8/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,1462.55
10/8/2024,Credit Card 2637,Payment Thank You-mobile,Credit Card Payments,,3734.58
10/8/2024,Credit Card 5529,Payment Thank You-mobile,Credit Card Payments,,35.25
10/7/2024,Checking 2637,American Express,Credit Card Payments,,-26.32
10/7/2024,Checking 2637,Soumik Roy Iat Paypal Xxxxxx Xxxxxxxxx9965 Person One,Transfers,,-10.25
10/7/2024,Checking 2637,Soumik Roy Iat Paypal Xxxxxx Xxxxxxxxx1007 Person One,Transfers,,-11.5
10/7/2024,Checking 2637,Adp,Deposits,,2806.26
10/7/2024,Credit Card 1009,Ocean Xx Xxx8708 Myrtle Beach Sc,Other Expenses,,-540.15
10/7/2024,Credit Card 2637,Uber,Travel,,-184.1
10/7/2024,Credit Card 2637,Uber,Travel,,-36.82
10/7/2024,Credit Card 2637,Costco,General Merchandise,,-323.34
10/7/2024,Credit Card 2637,Uber,Travel,,48.08
10/7/2024,Credit Card 7031,Domino's Pizza,Restaurants,,-46.43
10/7/2024,Brokerage IRA,Schp - Schwab Strategic Tr-us Tips Etf,Dividends Received (tax-advantaged),,2.67
10/7/2024,Brokerage IRA,Emn - Eastman Chem Co,Dividends Received (tax-advantaged),,39.69
10/6/2024,Credit Card 2004,Wegmans,Groceries,,-106.83
10/6/2024,Credit Card 2637,Tst*pascual,Restaurants,,-162.47
10/6/2024,Credit Card 2637,Transaction Fee,Service Charges/Fees,,-10
10/5/2024,Credit Card 4008,Directv,Cable/Satellite,,-289.63
10/5/2024,Credit Card 2004,Marriott International,Travel,,-209.05
10/5/2024,Credit Card 2004,Clr*stretchzonex0372ashburn Va,Clothing/Shoes,,-109
10/5/2024,Credit Card 2004,Tara Cc,Travel,,-90.65
10/4/2024,Credit Card 2004,Walmart,General Merchandise,,-12.95
10/4/2024,Credit Card 2004,Lifetime Cafe,Restaurants,,-3.24
10/4/2024,Credit Card 2004,Walmart,Refunds & Reimbursements,,12.95
10/4/2024,Credit Card 2637,24 7 Sports,General Merchandise,,-9.95
10/4/2024,Credit Card 2637,Safeway,Groceries,,-240.63
10/4/2024,Credit Card 2637,Venmo Inc,Online Services,,-5.15
10/4/2024,Credit Card 2637,Tractor Supply Company,Home Improvement,,-89
10/4/2024,Credit Card 2637,Corporation Service Co,Online Services,,-240.17
10/4/2024,Credit Card 2637,Harris Teeter,Groceries,,-34.49
10/4/2024,Credit Card 2637,Harris Teeter,Groceries,,-36.37
10/4/2024,Credit Card 2637,Target,General Merchandise,,-86.88
10/4/2024,Brokerage IRA,Usig - Ishares Tr-usd Inv Grde Etf,Dividends Received (tax-advantaged),,21.56
10/4/2024,Brokerage IRA,Ebnd - Spdr Ser Tr-bloomberg Emergi,Dividends Received (tax-advantaged),,26.44
10/4/2024,Brokerage IRA,Shyg - Ishares Tr-0-5yr Hi Yl Cp,Dividends Received (tax-advantaged),,22.44
10/4/2024,Checking 2300,Verizon Wireless,Telephone,,-331.59
10/3/2024,Credit Card 2004,Virginia Department Of Alcoholic Beverage Control,Groceries,,-39.1
10/3/2024,Credit Card 2637,Sp Start Picklin,Clothing/Shoes,,-53.99
10/3/2024,Credit Card 2637,Harris Teeter,Groceries,,-51.31
10/3/2024,Credit Card 5529,Tropical Smoothie Cafe,Restaurants,,-14.29
10/3/2024,Credit Card 2004,Springhill Suites,Travel,,-228.15
10/3/2024,Checking 2637,Soumik Roy Iat Paypal Xxxxxx Xxxxxxxxx2453 Person One,Transfers,,-5.25
10/3/2024,Brokerage IRA,Nvda - Nvidia Corporation,Dividends Received (tax-advantaged),,2
10/3/2024,Brokerage IRA,Bndx - Vanguard Charlotte Fds-total Int Bd Etf,Dividends Received (tax-advantaged),,8.3
10/3/2024,Brokerage IRA,Bsv - Vanguard Bd Index Fds-short Trm Bond,Dividends Received (tax-advantaged),,31.62
10/3/2024,Brokerage IRA,Vgit - Vanguard Scottsdale Fds-inter Term Treas,Dividends Received (tax-advantaged),,24.29
10/3/2024,Brokerage IRA,Vglt - Vanguard Scottsdale Fds-long Term Treas,Dividends Received (tax-advantaged),,15.37
10/2/2024,Credit Card 2637,Loudoun County Public Schools,Education,,-35
10/2/2024,Credit Card 2637,Cc* Crumbl Leesburg,Restaurants,,-32.55
10/2/2024,Credit Card 2637,Exxonmobil,Gasoline/Fuel,,-89.61
10/2/2024,Credit Card 2637,Tuscarora High,Restaurants,,-10
10/2/2024,Credit Card 2637,Target,General Merchandise,,-68.7
10/2/2024,Credit Card 4008,Netflix,Entertainment,,-30.98
10/2/2024,Credit Card 2004,Springhill Suites,Travel,,-147.97
10/2/2024,Credit Card 2004,Phone Payment - Thank You,Credit Card Payments,,158.24
10/2/2024,Credit Card 2004,E-zpass,Travel,,-140
10/2/2024,Credit Card 2004,Holiday Inn,Travel,,-4
10/2/2024,Credit Card 2004,Cracker Barrel,Restaurants,,-35.18
10/2/2024,Checking 2300,American Express,Credit Card Payments,,-158.24
10/2/2024,Checking 2300,Online Transfer To Person Two S Everyday Checking Xxxxxxxxx2628 Ref #ib0pr8s5hy On 10/02/24,Transfers,,-275
10/2/2024,Checking 2628,Online Transfer To Person Two S Everyday Checking Xxxxxx0819 Ref #ib0pr8s7pr On 10/02/24,Transfers,,-275
10/2/2024,Checking 2628,Online Transfer From Person One Checking Xxxxxxxxx2300 Ref #ib0pr8s5hy On 10/02/24,Transfers,,275
10/2/2024,Credit Card 2637,Evobball.com,Clothing/Shoes,,-521.22
10/2/2024,Credit Card 2637,Cash Advance Interest Cha,Service Charges/Fees,,-2.01
10/1/2024,Credit Card 2004,Wegmans,Groceries,,-104.6
10/1/2024,Checking 2637,Soumik Roy Iat Paypal Xxxxxx Xxxxxxxxx7151 Person One,Transfers,,-5
10/1/2024,Checking 2637,Zelle,Transfers,,-500
10/1/2024,Checking 2300,Zelle,Home Maintenance,,-300
10/1/2024,Checking 2300,Zelle,Rent,,500
10/1/2024,Checking 2300,Zelle,Rent,,500
10/1/2024,Checking 4690,Wells Fargo Home Mortgage,Mortgages,,-4189.75
10/1/2024,Credit Card 4008,Verizon,Telephone,,-290.9
10/1/2024,Credit Card 2004,Uber Eats,Restaurants,,-51.05
10/1/2024,Credit Card 2004,Life Time Fitness,Personal Care,,-193.73
10/1/2024,Credit Card 2637,E-zpass,Travel,,-35
10/1/2024,Credit Card 2637,Cc* Crumbl Leesburg,Restaurants,,-32.55
10/1/2024,Credit Card 4300,Gold's Gym,Personal Care,,-49.99
10/1/2024,Brokerage IRA,Vnq - Vanguard Index Fds-real Estate Etf,Dividends Received (tax-advantaged),,677.06
10/1/2024,Brokerage IRA,Alb - Albemarle Corp,Dividends Received (tax-advantaged),,20.66
10/1/2024,Brokerage IRA,Ko - Coca Cola Co,Dividends Received (tax-advantaged),,43.65
10/1/2024,Brokerage IRA,Nke - Nike Inc-cl B,Dividends Received (tax-advantaged),,32.93
10/1/2024,Brokerage IRA,Ppl - Ppl Corp,Dividends Received (tax-advantaged),,50.73
9/30/2024,Credit Card 2004,Target,General Merchandise,,-17.05
9/30/2024,Credit Card 2004,Mobile Payment - Thank You,Credit Card Payments,,370.72
9/30/2024,Credit Card 2637,Target,General Merchandise,,-255.09
9/30/2024,Credit Card 2637,Cc* Crumbl Leesburg,Restaurants,,-53.1
9/30/2024,Credit Card 7031,Mathway,Education,,-19.99
9/30/2024,Brokerage IND,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,2.5
9/30/2024,Brokerage IND,Iwm - Ishares Tr-russell 2000 Etf,Dividends Received,,62.43
9/30/2024,Brokerage IND,Iwb - Ishares Tr-rus 1000 Etf,Dividends Received,,11.75
9/30/2024,Brokerage IND,Scha - Schwab Strategic Tr-us Sml Cap Etf,Dividends Received,,23.29
9/30/2024,Brokerage IRA,Avgo - Broadcom Inc,Dividends Received (tax-advantaged),,7.95
9/30/2024,Brokerage IRA,Sci - Service Corp Intl,Dividends Received (tax-advantaged),,22.2
9/30/2024,Brokerage IRA,Usd - Us Dollars And Money Fund Sweeps,Investment Income,,23.29
9/30/2024,Brokerage IRA,Es - Eversource Energy,Dividends Received (tax-advantaged),,74.36
9/30/2024,Brokerage IRA,Scha - Schwab Strategic Tr-us Sml Cap Etf,Dividends Received (tax-advantaged),,124.5
9/30/2024,Brokerage IRA,Iwm - Ishares Tr-russell 2000 Etf,Dividends Received (tax-advantaged),,315.92
9/30/2024,Brokerage IRA,Nem - Newmont Corp,Dividends Received (tax-advantaged),,28.25
9/30/2024,Brokerage IRA,Pep - Pepsico Inc,Dividends Received (tax-advantaged),,42.01
9/30/2024,Brokerage IRA,Nwe - Northwestern Energy Group In,Dividends Received (tax-advantaged),,30.55
9/30/2024,Checking 2637,American Express,Credit Card Payments,,-1062.65
9/30/2024,Checking 2637,Soumik Roy Iat Paypal Xxxxxx Xxxxxxxxx8119 Person One,Transfers,,-25
9/30/2024,Brokerage 8440,Reinvestment Cash,Securities Trades,,-0.97
9/30/2024,Brokerage 8440,Interest Earned Cash,Investment Income,,0.97
9/30/2024,Checking 2300,Interest Payment,Interest,,0.01
9/30/2024,Checking 2300,Recurring Transfer To Person Two S Way2save Savings Ref #op0ppqylvb Xxxxxxxxx9667,Transfers,,-100
9/30/2024,HSA 4750,Bought Fdic Insured Deposit Fdicx9359 Cash,Securities Trades,,0.17
9/30/2024,HSA 4750,Taxable Interest Fdic Insured Deposit Fdicx9359,Investment Income,,0.17
9/30/2024,Savings 9667,Recurring Transfer From Person One Checking Ref #op0ppqylvb Xxxxxxxxx2300,Transfers,,100
9/30/2024,Brokerage 9091,Af Trgt Date 2030 R6 - Contribution,Retirement Contributions,,837.18
9/30/2024,Savings 0176,Interest Payment,Interest,,0.01
9/30/2024,Checking 4690,American Express,Credit Card Payments,,-370.72
9/30/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0930 5osv03ho4 Person One,Refunds & Reimbursements,,5914.94
9/30/2024,Checking 4690,Datastax Inc-osv Xxxxxxxxxx Xx0930 5osv03hou Person One,Refunds & Reimbursements,,579.42
9/29/2024,Credit Card 2004,Sweetwater Tavern,Restaurants,,-141.19
9/29/2024,Credit Card 2637,Delta Air Lines,Travel,,-4.99
9/29/2024,Credit Card 2637,Delta Xxxxxxxxx3755,Travel,,-422.97
9/29/2024,Credit Card 2637,Delta Air Lines,Travel,,-19.99
